"SiteID","FEC","Value"
"410705",58.0005416955069,9.013999939
"410705",16.0010833910139,76.8379974365
"410705",92.0009630142345,0.0359999985
"410705",41.9994583044931,20.5440006256
"410705",45.9989767973758,16.8530006409
"410705",0.999127268349935,1595.2829589844
"410705",41.0003310361431,21.5489997864
"410705",68.9999699058052,4.4369997978
"410705",19.0014746155467,62.7430000305
"410705",47.0011134852087,16.4039993286
"410705",52.9988865147913,12.0069999695
"410705",82.0006620722863,0.8489999771
"410705",90.9988263264016,0.0390000008
"410705",93.0000902825845,0.0359999985
"410705",33.0012940503777,30.875
"410705",34.0004213187276,29.7269992828
"410705",37.0008125432604,25.4909992218
"410705",64.0013241445725,6.478000164
"410705",24.9992476451293,45.9809989929
"410705",38.9990670799603,23.638999939
"410705",79.0002708477535,1.6480000019
"410705",89.0005717897018,0.0670000017
"410705",20.0006018838966,59.5180015564
"410705",6.00078244906558,237.5709991455
"410705",58.9996689638569,9.013999939
"410705",75.9998796232207,2.5569999218
"410705",13.0006921664811,97.5100021362
"410705",83.9989166089861,0.4819999933
"410705",17.0002106593638,72.0589981079
"410705",6.99990971741551,199.0110015869
"410705",69.9990971741551,4.4369997978
"410705",20.9997291522465,56.7849998474
"410705",0.00300941948298173,31371.201171875
"410705",62.9991874567396,6.6160001755
"410705",72.000361130338,3.8369998932
"410705",11.9985554786482,106.4889984131
"410705",23.0009931084294,50.6710014343
"410705",28.998766138012,37.0260009766
"410705",2.00126395618285,759.5419921875
"410705",3.99951849288272,365.8160095215
"410705",14.998946703181,83.6360015869
"410705",3.00039122453279,493.4200134277
"410705",95.0013542387673,0.001
"410705",44.0007222606759,18.9510002136
"410705",27.999638869662,39.0540008545
"410705",76.9990068915706,2.1040000916
"410705",89.9996990580517,0.0500000007
"410705",44.9998495290259,17.7730007172
"410705",26.0013843329622,43.6430015564
"410705",40.0012037677932,22.6739997864
"410705",57.001414427157,9.5260000229
"410705",51.0006319780914,13.4479999542
"410705",93.9992175509344,0.0289999992
"410705",75.0007523548707,2.8989999294
"410705",96.0004815071173,0
"410705",73.9986156670378,2.9749999046
"410705",10.0003009419483,131.4129943848
"410705",9.00117367359836,149.125
"410705",17.9993379277137,67.6959991455
"410705",59.9987962322068,8.5340003967
"410705",37.9999398116103,24.7129993439
"410705",48.0002407535586,16.0060005188
"410705",21.9988564205965,53.7560005188
"410705",62.0000601883897,7.2750000954
"410705",61.0009329200397,7.9930000305
"410705",10.9994282102982,118.1920013428
"410705",24.0001203767793,47.9609985352
"410705",42.998585572843,19.8740005493
"410705",4.99864576123266,286.9540100098
"410705",7.99903698576545,170.6219940186
"410705",34.9995485870775,28.486000061
"410705",13.999819434831,89.2910003662
"410705",49.9984952902585,14.4879999161
"410705",96.9996087754672,0
"410705",78.0011435794035,1.7869999409
"410705",66.9987059496223,4.984000206
"410705",79.9993981161034,1.4720000029
"410705",65.9995786812724,5.5549998283
"410705",97.9987360438171,0
"410705",72.9994883986879,3.3150000572
"410705",86.000180565169,0.2259999961
"410705",27.0005116013121,41.1959991455
"410705",55.0001504709741,10.8009996414
"410705",55.9992777393241,10.1009998322
"410705",99.0008727316501,0
"410705",85.001053296819,0.3589999974
"410705",35.9986758554275,26.6949996948
"410705",30.0009028258449,35.4290008545
"410705",65.0004514129224,6.0640001297
"410705",31.0000300941948,34.091999054
"410705",31.9991573625448,32.5460014343
"410705",48.9993680219086,15.3529996872
"410705",71.001233861988,4.2810001373
"410705",88.0014445213518,0.0949999988
"410705",86.9993078335189,0.1490000039
"410705",68.0008426374552,4.5590000153
"410705",80.9985253844533,1.0549999475
"410705",82.9997893406362,0.6110000014
"410705",99.996990580517,0
"410705",54.0010232026242,11.4259996414
"410705",51.9997592464414,12.7279996872
"410711",60.0009434852345,33.6489982605
"410711",80.9982073780545,12.9149999619
"410711",46.9997169544297,53.8059997559
"410711",75.0023587130861,17.8439998627
"410711",64.0013208793282,28.7889995575
"410711",66.0015095763751,26.5879993439
"410711",94.9995282573828,2.9760000706
"410711",74.0022643645627,18.5869998932
"410711",15.0014152278517,165.0899963379
"410711",26.9978299839608,98.513999939
"410711",31.998301726578,83.6900024414
"410711",36.9987734691952,71.8759994507
"410711",20.0018869704689,128.5879974365
"410711",42.9993395603359,60.5800018311
"410711",14.0013208793282,173.5820007324
"410711",44.9995282573828,57.1209983826
"410711",78.9980186810076,14.515999794
"410711",10.0009434852345,224.1040039062
"410711",63.0012265308048,29.8969993591
"410711",4.00037739409378,404.7980041504
"410711",30.9982073780545,86.2689971924
"410711",37.9988678177187,70.016998291
"410711",33.9984904236249,78.6999969482
"410711",19.0017926219455,134.4250030518
"410711",82.9983960751014,11.359000206
"410711",61.0010378337579,32.3230018616
"410711",59.000849136711,35.0200004578
"410711",39.9990565147655,66.0419998169
"410711",71.0019813189924,21.4930000305
"410711",87.9988678177186,7.9340000153
"410711",23.0021700160393,113.888999939
"410711",3.00028304557034,499.2730102539
"410711",25.9977356354373,101.7419967651
"410711",32.9983960751014,81.1050033569
"410711",47.9998113029531,52.1629981995
"410711",24.9976412869139,105.5149993896
"410711",62.0011321822813,31
"410711",9.00084913671101,241.2689971924
"410711",29.9981130295311,89.3420028687
"410711",35.9986791206718,73.9400024414
"410711",84.9985847721483,9.9479999542
"410711",58.0007547881876,36.3950004578
"410711",40.999150863289,64.2740020752
"410711",24.0022643645627,109.7030029297
"410711",73.0021700160392,19.5510005951
"410711",52.0001886970469,45.5040016174
"410711",1.00009434852345,1029.8840332031
"410711",6.00056609114067,313.3930053711
"410711",27.9979243324842,95.2799987793
"410711",5.00047174261723,348.4949951172
"410711",79.9981130295311,13.626999855
"410711",16.0015095763751,156.9960021973
"410711",50,48.7620010376
"410711",38.9989621662421,67.9430007935
"410711",56.0005660911407,39.2000007629
"410711",8.00075478818757,261.9049987793
"410711",7.00066043966412,286.2950134277
"410711",28.9980186810076,91.9700012207
"410711",18.001698273422,141.7630004883
"410711",70.0018869704689,22.4279994965
"410711",34.9985847721483,76.2379989624
"410711",72.0020756675158,20.5499992371
"410711",12.0011321822813,197.1629943848
"410711",54.0003773940938,42.0760002136
"410711",92.9993395603359,4.4809999466
"410711",13.0012265308048,184.7890014648
"410711",21.0019813189924,123.2099990845
"410711",67.0016039248986,25.4939994812
"410711",69.0017926219455,23.3540000916
"410711",45.9996226059062,55.3940010071
"410711",57.0006604396641,37.6619987488
"410711",53.0002830455703,43.6609992981
"410711",17.0016039248986,149.171005249
"410711",41.9992452118124,62.4790000916
"410711",98.9999056514766,0.0049999999
"410711",95.9996226059062,2.2090001106
"410711",85.9986791206718,9.2390003204
"410711",65.0014152278517,27.6529998779
"410711",89.9990565147655,6.640999794
"410711",90.999150863289,6.0430002213
"410711",88.9989621662421,7.2259998322
"410711",86.9987734691952,8.6219997406
"410711",93.9994339088593,3.7090001106
"410711",91.9992452118124,5.2760000229
"410711",81.998301726578,12.1680002213
"410711",77.9979243324842,15.3979997635
"410711",76.9978299839608,16.2150001526
"410711",97.9998113029531,0.3589999974
"410711",2.00018869704689,643.9119873047
"410711",48.9999056514766,50.3510017395
"410711",68.001698273422,24.341999054
"410711",0.0047174261722804,10392.8310546875
"410711",11.0010378337579,208.3829956055
"410711",75.9977356354373,17.0440006256
"410711",83.9984904236249,10.6540002823
"410711",55.0004717426172,40.6170005798
"410711",43.9994339088593,58.8740005493
"410711",51.0000943485234,47.0849990845
"410711",22.0020756675158,118.6149978638
"410711",96.9997169544297,1.1979999542
"410711",99.9952825738277,0
"410729",7.99770675075247,636.408996582
"410729",19.9990444794802,261.2980041504
"410729",48.9990922555062,66.4069976807
"410729",18.0020065930916,290.558013916
"410729",65.9978023028045,31.0060005188
"410729",13.9983756151163,385.6929931641
"410729",31.0018632650136,142.6130065918
"410729",45.9987578233243,76.3280029297
"410729",12.999856671922,414.8649902344
"410729",41.999904447948,90.841003418
"410729",49.9976111987005,63.6199989319
"410729",39.9980889589604,99.0110015869
"410729",61.9989489274282,37.0349998474
"410729",99.0014810568057,0.4350000024
"410729",32.0003822082079,135.9250030518
"410729",6.00066886436386,823.6329956055
"410729",3.99885337537624,1194.1440429688
"410729",0.00477760259901581,72670.7890625
"410729",26.9982322870384,173.5930023193
"410729",28.0015288328317,165.0950012207
"410729",15.0016721609097,356.3389892578
"410729",32.9989011514022,129.7859954834
"410729",29.9985667192203,149.4629974365
"410729",63.0022454732215,35.5620002747
"410729",0.998518943194305,4079.4689941406
"410729",38.9995700157661,103.3389968872
"410729",87.000143328078,10.2969999313
"410729",71.9984711671683,23.2849998474
"410729",83.0012899527017,13.498000145
"410729",90.0004777602599,7.9039998055
"410729",58.000095552052,44.3600006104
"410729",38.0010510725718,106.9349975586
"410729",29.000047776026,157.1280059814
"410729",9.00100329654579,580.5670166016
"410729",10.9980411829344,496.9620056152
"410729",25.0011944006498,195.7579956055
"410729",54.0012421766757,52.9150009155
"410729",61.0004299842339,38.8530006409
